created_at,suburb,time,status,location,area,Minimum Temperature,Maximum Temperature,Rainfall,Evaporation,Sunshine,Direction Max Wind Gust,Speed Max Wind Gust,Time Max Wind Gust
2024-02-18 10:30:55+00:00,Gwelup,18:30:00,ADVICE,GWELUP,CITY OF STIRLING,23.4,42.9,0.0,10.4,6.2,ENE,30,3:56
2024-02-18 11:00:44+00:00,Gwelup,19:00:00,WATCH AND ACT,"CARINE, GWELUP and KARRINYUP",CITY OF STIRLING,23.4,42.9,0.0,10.4,6.2,ENE,30,3:56
2024-02-18 11:06:04+00:00,Gwelup,19:06:00,WATCH AND ACT,"CARINE, GWELUP and KARRINYUP",CITY OF STIRLING,23.4,42.9,0.0,10.4,6.2,ENE,30,3:56
2024-02-18 11:59:24+00:00,Gwelup,19:59:00,ADVICE,GWELUP and KARRINYUP,CITY OF STIRLING,23.4,42.9,0.0,10.4,6.2,ENE,30,3:56
2024-02-18 12:02:25+00:00,Gwelup,20:02:00,ADVICE,GWELUP and KARRINYUP,CITY OF STIRLING,23.4,42.9,0.0,10.4,6.2,ENE,30,3:56
2024-02-18 13:46:02+00:00,Gwelup,21:46:00,ADVICE,GWELUP and KARRINYUP,CITY OF STIRLING,23.4,42.9,0.0,10.4,6.2,ENE,30,3:56
2023-12-01 02:45:04+00:00,Hamersley,10:45:00,ADVICE,HAMERSLEY RANGE,SHIRE OF ASHBURTON,18.6,35.3,0.0,7.6,12.6,WSW,33,16:21
2023-12-01 08:03:57+00:00,Hamersley,16:03:00,ADVICE,HAMERSLEY RANGE,SHIRE OF ASHBURTON,18.6,35.3,0.0,7.6,12.6,WSW,33,16:21
2023-12-08 02:52:48+00:00,Hamersley,10:52:00,ADVICE,HAMERSLEY RANGE,SHIRE OF ASHBURTON,15.2,24.7,0.0,7.4,13.0,S,50,16:14
2023-12-08 07:10:06+00:00,Hamersley,15:10:00,BURNT,HAMERSLEY RANGE,SHIRE OF ASHBURTON,15.2,24.7,0.0,7.4,13.0,S,50,16:14
2024-01-19 02:34:48+00:00,Hamersley,10:34:00,ADVICE,NANUTARRA and HAMERSLEY RANGE,SHIRE OF ASHBURTON,21.4,27.6,0.0,10.2,12.8,SW,37,14:14
2024-01-19 07:22:11+00:00,Hamersley,15:22:00,BURNT,NANUTARRA and HAMERSLEY RANGE,SHIRE OF ASHBURTON,21.4,27.6,0.0,10.2,12.8,SW,37,14:14
2023-12-04 02:28:09+00:00,Hamersley,10:28:00,ADVICE,HAMERSLEY RANGE,SHIRE OF ASHBURTON,18.4,26.5,0.0,8.0,11.8,SSW,33,15:57
2023-12-04 07:39:49+00:00,Hamersley,15:39:00,ADVICE,HAMERSLEY RANGE,SHIRE OF ASHBURTON,18.4,26.5,0.0,8.0,11.8,SSW,33,15:57
2023-12-02 02:43:58+00:00,Hamersley,10:43:00,ADVICE,HAMERSLEY RANGE,SHIRE OF ASHBURTON,20.0,26.3,0.0,9.0,10.9,SW,31,12:48
2023-12-02 07:30:52+00:00,Hamersley,15:30:00,ADVICE,HAMERSLEY RANGE,SHIRE OF ASHBURTON,20.0,26.3,0.0,9.0,10.9,SW,31,12:48
2023-12-03 02:52:06+00:00,Hamersley,10:52:00,ADVICE,HAMERSLEY RANGE,SHIRE OF ASHBURTON,18.3,26.2,0.0,6.8,9.8,SW,30,14:16
2023-12-03 07:41:38+00:00,Hamersley,15:41:00,ADVICE,HAMERSLEY RANGE,SHIRE OF ASHBURTON,18.3,26.2,0.0,6.8,9.8,SW,30,14:16
2023-12-07 02:21:14+00:00,Hamersley,10:21:00,ADVICE,HAMERSLEY RANGE,SHIRE OF ASHBURTON,17.6,25.3,0.0,10.4,7.7,SSW,46,15:35
2023-12-07 07:24:22+00:00,Hamersley,15:24:00,ADVICE,HAMERSLEY RANGE,SHIRE OF ASHBURTON,17.6,25.3,0.0,10.4,7.7,SSW,46,15:35
2024-01-18 02:11:12+00:00,Hamersley,10:11:00,ADVICE,NANUTARRA and HAMERSLEY RANGE,SHIRE OF ASHBURTON,16.7,31.2,0.0,13.0,13.2,ESE,41,7:10
2024-01-18 07:20:39+00:00,Hamersley,15:20:00,ADVICE,NANUTARRA and HAMERSLEY RANGE,SHIRE OF ASHBURTON,16.7,31.2,0.0,13.0,13.2,ESE,41,7:10
2023-12-05 03:05:40+00:00,Hamersley,11:05:00,ADVICE,HAMERSLEY RANGE,SHIRE OF ASHBURTON,16.8,28.3,0.0,8.4,9.4,SW,39,15:55
2023-12-05 08:16:47+00:00,Hamersley,16:16:00,ADVICE,HAMERSLEY RANGE,SHIRE OF ASHBURTON,16.8,28.3,0.0,8.4,9.4,SW,39,15:55
2024-01-16 06:00:03+00:00,Hamersley,14:00:00,ADVICE,NANUTARRA and HAMERSLEY RANGE,SHIRE OF ASHBURTON,17.8,36.3,0.0,10.4,11.5,ENE,37,5:39
2024-01-16 06:14:58+00:00,Hamersley,14:14:00,ADVICE,NANUTARRA and HAMERSLEY RANGE,SHIRE OF ASHBURTON,17.8,36.3,0.0,10.4,11.5,ENE,37,5:39
2024-01-16 07:32:04+00:00,Hamersley,15:32:00,ADVICE,NANUTARRA and HAMERSLEY RANGE,SHIRE OF ASHBURTON,17.8,36.3,0.0,10.4,11.5,ENE,37,5:39
2024-01-16 13:46:32+00:00,Hamersley,21:46:00,ADVICE,NANUTARRA and HAMERSLEY RANGE,SHIRE OF ASHBURTON,17.8,36.3,0.0,10.4,11.5,ENE,37,5:39
2024-01-16 13:49:45+00:00,Hamersley,21:49:00,ADVICE,NANUTARRA and HAMERSLEY RANGE,SHIRE OF ASHBURTON,17.8,36.3,0.0,10.4,11.5,ENE,37,5:39
2024-01-16 14:15:43+00:00,Hamersley,22:15:00,ADVICE,NANUTARRA and HAMERSLEY RANGE,SHIRE OF ASHBURTON,17.8,36.3,0.0,10.4,11.5,ENE,37,5:39
2023-12-06 03:25:07+00:00,Hamersley,11:25:00,ADVICE,HAMERSLEY RANGE,SHIRE OF ASHBURTON,15.0,30.2,0.0,7.2,13.1,SW,44,16:09
2023-12-06 07:39:53+00:00,Hamersley,15:39:00,ADVICE,HAMERSLEY RANGE,SHIRE OF ASHBURTON,15.0,30.2,0.0,7.2,13.1,SW,44,16:09
2024-01-17 02:20:27+00:00,Hamersley,10:20:00,ADVICE,NANUTARRA and HAMERSLEY RANGE,SHIRE OF ASHBURTON,21.5,31.5,0.0,11.4,13.2,SW,46,15:56
2024-01-17 07:09:37+00:00,Hamersley,15:09:00,ADVICE,NANUTARRA and HAMERSLEY RANGE,SHIRE OF ASHBURTON,21.5,31.5,0.0,11.4,13.2,SW,46,15:56
2024-02-08 22:05:59+00:00,Hazelmere,6:05:00,WATCH AND ACT,"HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD",CITY OF SWAN and SHIRE OF KALAMUNDA,15.4,41.1,0.0,11.8,12.7,ENE,50,12:21
2024-02-08 22:05:59+00:00,High Wycombe,6:05:00,WATCH AND ACT,"HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD",CITY OF SWAN and SHIRE OF KALAMUNDA,15.4,41.1,0.0,11.8,12.7,ENE,50,12:21
2024-02-08 23:34:14+00:00,High Wycombe,7:34:00,WATCH AND ACT,"PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD",CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA,15.4,41.1,0.0,11.8,12.7,ENE,50,12:21
2023-12-21 02:58:27+00:00,Hovea,10:58:00,EMERGENCY WARNING,"HOVEA, PARKERVILLE and STONEVILLE",SHIRE OF MUNDARING,15.9,35.9,NULL,11.2,13.2,SW,31,15:57
2023-12-21 03:18:35+00:00,Hovea,11:18:00,EMERGENCY WARNING,"HOVEA, PARKERVILLE and STONEVILLE",SHIRE OF MUNDARING,15.9,35.9,NULL,11.2,13.2,SW,31,15:57
2023-12-21 03:42:53+00:00,Hovea,11:42:00,EMERGENCY WARNING,"HOVEA, PARKERVILLE and STONEVILLE",SHIRE OF MUNDARING,15.9,35.9,NULL,11.2,13.2,SW,31,15:57
2023-12-21 04:22:09+00:00,Hovea,12:22:00,EMERGENCY WARNING,"HOVEA, PARKERVILLE and STONEVILLE",SHIRE OF MUNDARING,15.9,35.9,NULL,11.2,13.2,SW,31,15:57
2023-12-15 08:46:57+00:00,Kalamunda,16:46:00,ADVICE,JINDALEE,CITY OF WANNEROO,13.8,32.9,NULL,NULL,NULL,E,70,3:53
2023-12-18 01:19:22+00:00,Kalamunda,9:19:00,WATCH AND ACT,KEWDALE and WATTLE GROVE,CITY OF BELMONT and CITY OF KALAMUNDA,14.9,30.2,NULL,NULL,NULL,E,70,8:10
2023-12-18 01:56:11+00:00,Kalamunda,9:56:00,WATCH AND ACT,"KEWDALE, WATTLE GROVE and WELSHPOOL","CITIES OF BELMONT, CANNING and KALAMUNDA",14.9,30.2,NULL,NULL,NULL,E,70,8:10
2023-12-18 02:46:53+00:00,Kalamunda,10:46:00,WATCH AND ACT,"KEWDALE, WATTLE GROVE and WELSHPOOL","CITIES OF BELMONT, CANNING and KALAMUNDA",14.9,30.2,NULL,NULL,NULL,E,70,8:10
2023-12-18 04:18:52+00:00,Kalamunda,12:18:00,WATCH AND ACT,"KEWDALE, WATTLE GROVE and WELSHPOOL","CITIES OF BELMONT, CANNING and KALAMUNDA",14.9,30.2,NULL,NULL,NULL,E,70,8:10
2023-12-18 05:34:58+00:00,Kalamunda,13:34:00,ADVICE,"KEWDALE, WATTLE GROVE and WELSHPOOL","CITIES OF BELMONT, CANNING and KALAMUNDA",14.9,30.2,NULL,NULL,NULL,E,70,8:10
2023-12-18 07:46:30+00:00,Kalamunda,15:46:00,ADVICE,"KEWDALE, WATTLE GROVE and WELSHPOOL","CITIES OF BELMONT, CANNING and KALAMUNDA",14.9,30.2,NULL,NULL,NULL,E,70,8:10
2023-12-24 09:23:49+00:00,Kalamunda,17:23:00,ADVICE,WATTLE GROVE,CITY OF KALAMUNDA,14.8,36.0,NULL,NULL,NULL,E,78,1:32
2023-12-24 10:16:57+00:00,Kalamunda,18:16:00,ADVICE,WATTLE GROVE,CITY OF KALAMUNDA,14.8,36.0,NULL,NULL,NULL,E,78,1:32
2023-12-24 11:07:01+00:00,Kalamunda,19:07:00,BURNT,WATTLE GROVE,CITY OF KALAMUNDA,14.8,36.0,NULL,NULL,NULL,E,78,1:32
2024-02-08 22:05:59+00:00,Kalamunda,6:05:00,WATCH AND ACT,"HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD",CITY OF SWAN and SHIRE OF KALAMUNDA,21.9,40.5,NULL,NULL,NULL,E,59,4:58
2024-02-08 23:34:14+00:00,Kalamunda,7:34:00,WATCH AND ACT,"PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD",CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA,21.9,40.5,NULL,NULL,NULL,E,59,4:58
2023-12-19 00:13:01+00:00,Kalamunda,8:13:00,BURNT,"KEWDALE, WATTLE GROVE and WELSHPOOL","CITIES OF BELMONT, CANNING and KALAMUNDA",4.4,30.8,NULL,NULL,NULL,E,80,2:43
2024-02-29 04:20:27+00:00,Karnup,12:20:00,ADVICE,KARNUP and BALDIVIS,CITY OF ROCKINGHAM,17.1,37.0,0.0,7.8,12.0,SW,41,17:39
2024-02-29 04:55:28+00:00,Karnup,12:55:00,ADVICE,KARNUP and BALDIVIS,CITY OF ROCKINGHAM,17.1,37.0,0.0,7.8,12.0,SW,41,17:39
2024-02-29 07:37:55+00:00,Karnup,15:37:00,ADVICE,KARNUP and BALDIVIS,CITY OF ROCKINGHAM,17.1,37.0,0.0,7.8,12.0,SW,41,17:39
2024-02-29 11:16:19+00:00,Karnup,19:16:00,ADVICE,KARNUP and BALDIVIS,CITY OF ROCKINGHAM,17.1,37.0,0.0,7.8,12.0,SW,41,17:39
2024-02-19 00:35:40+00:00,Karrinyup,8:35:00,BURNT,GWELUP and KARRINYUP,CITY OF STIRLING,27.5,42.3,0.0,13.6,5.5,NE,35,10:57
2024-02-18 11:00:44+00:00,Karrinyup,19:00:00,WATCH AND ACT,"CARINE, GWELUP and KARRINYUP",CITY OF STIRLING,23.4,42.9,0.0,10.4,6.2,ENE,30,3:56
2024-02-18 11:06:04+00:00,Karrinyup,19:06:00,WATCH AND ACT,"CARINE, GWELUP and KARRINYUP",CITY OF STIRLING,23.4,42.9,0.0,10.4,6.2,ENE,30,3:56
2024-02-18 11:59:24+00:00,Karrinyup,19:59:00,ADVICE,GWELUP and KARRINYUP,CITY OF STIRLING,23.4,42.9,0.0,10.4,6.2,ENE,30,3:56
2024-02-18 12:02:25+00:00,Karrinyup,20:02:00,ADVICE,GWELUP and KARRINYUP,CITY OF STIRLING,23.4,42.9,0.0,10.4,6.2,ENE,30,3:56
2024-02-18 13:46:02+00:00,Karrinyup,21:46:00,ADVICE,GWELUP and KARRINYUP,CITY OF STIRLING,23.4,42.9,0.0,10.4,6.2,ENE,30,3:56
2023-12-18 01:19:22+00:00,Kewdale,9:19:00,WATCH AND ACT,KEWDALE and WATTLE GROVE,CITY OF BELMONT and CITY OF KALAMUNDA,16.6,31.6,0.0,13.0,13.2,E,56,7:21
2023-12-18 01:56:11+00:00,Kewdale,9:56:00,WATCH AND ACT,"KEWDALE, WATTLE GROVE and WELSHPOOL","CITIES OF BELMONT, CANNING and KALAMUNDA",16.6,31.6,0.0,13.0,13.2,E,56,7:21
2023-12-18 02:46:53+00:00,Kewdale,10:46:00,WATCH AND ACT,"KEWDALE, WATTLE GROVE and WELSHPOOL","CITIES OF BELMONT, CANNING and KALAMUNDA",16.6,31.6,0.0,13.0,13.2,E,56,7:21
2023-12-18 04:18:52+00:00,Kewdale,12:18:00,WATCH AND ACT,"KEWDALE, WATTLE GROVE and WELSHPOOL","CITIES OF BELMONT, CANNING and KALAMUNDA",16.6,31.6,0.0,13.0,13.2,E,56,7:21
2023-12-18 05:34:58+00:00,Kewdale,13:34:00,ADVICE,"KEWDALE, WATTLE GROVE and WELSHPOOL","CITIES OF BELMONT, CANNING and KALAMUNDA",16.6,31.6,0.0,13.0,13.2,E,56,7:21
2023-12-18 07:46:30+00:00,Kewdale,15:46:00,ADVICE,"KEWDALE, WATTLE GROVE and WELSHPOOL","CITIES OF BELMONT, CANNING and KALAMUNDA",16.6,31.6,0.0,13.0,13.2,E,56,7:21
2023-12-19 00:13:01+00:00,Kewdale,8:13:00,BURNT,"KEWDALE, WATTLE GROVE and WELSHPOOL","CITIES OF BELMONT, CANNING and KALAMUNDA",16.3,32.8,0.0,12.0,12.3,E,63,4:01
2023-12-22 04:29:35+00:00,Kwinana Town Centre,12:29:00,EMERGENCY WARNING,"KEYSBROOK, NAMBEELUP and NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-22 05:02:00+00:00,Kwinana Town Centre,13:01:00,EMERGENCY WARNING,"KEYSBROOK, MYARA, NAMBEELUP, NORTH DANDALUP, SERPENTINE and WHITTAKER",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-22 05:23:17+00:00,Kwinana Town Centre,13:23:00,EMERGENCY WARNING,"KEYSBROOK, MYARA, NAMBEELUP, NORTH DANDALUP, SERPENTINE and WHITTAKER",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-22 05:42:45+00:00,Kwinana Town Centre,13:42:00,EMERGENCY WARNING,"KEYSBROOK, MYARA, NAMBEELUP, NORTH DANDALUP, SERPENTINE and WHITTAKER",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-22 05:48:58+00:00,Kwinana Town Centre,13:48:00,EMERGENCY WARNING,"KEYSBROOK, MYARA, NAMBEELUP, NORTH DANDALUP, SERPENTINE and WHITTAKER",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-22 06:16:14+00:00,Kwinana Town Centre,14:16:00,EMERGENCY WARNING,"KEYSBROOK, MYARA, NAMBEELUP, NORTH DANDALUP, SERPENTINE and WHITTAKER",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-22 06:55:20+00:00,Kwinana Town Centre,14:55:00,EMERGENCY WARNING,"KEYSBROOK, MYARA, NAMBEELUP, NORTH DANDALUP, SERPENTINE and WHITTAKER",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-22 08:13:43+00:00,Kwinana Town Centre,16:13:00,EMERGENCY WARNING,"KEYSBROOK, NAMBEELUP, NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-22 08:23:56+00:00,Kwinana Town Centre,16:23:00,EMERGENCY WARNING,"KEYSBROOK, NAMBEELUP, NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-22 09:10:14+00:00,Kwinana Town Centre,17:10:00,EMERGENCY WARNING,"KEYSBROOK, NAMBEELUP, NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-22 09:27:37+00:00,Kwinana Town Centre,17:27:00,EMERGENCY WARNING,"KEYSBROOK, NAMBEELUP, NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-22 10:36:06+00:00,Kwinana Town Centre,18:36:00,EMERGENCY WARNING,"KEYSBROOK, NAMBEELUP, NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-22 11:47:46+00:00,Kwinana Town Centre,19:47:00,EMERGENCY WARNING,"KEYSBROOK, NAMBEELUP and NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-22 12:49:48+00:00,Kwinana Town Centre,20:49:00,WATCH AND ACT,"KEYSBROOK, NAMBEELUP and NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-22 12:57:53+00:00,Kwinana Town Centre,20:57:00,WATCH AND ACT,"KEYSBROOK, NAMBEELUP and NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-22 14:06:42+00:00,Kwinana Town Centre,22:06:00,WATCH AND ACT,"KEYSBROOK, NAMBEELUP and NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-22 16:01:44+00:00,Kwinana Town Centre,0:01:00,WATCH AND ACT,"KEYSBROOK, NAMBEELUP and NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-22 18:01:32+00:00,Kwinana Town Centre,2:01:00,WATCH AND ACT,"KEYSBROOK, NAMBEELUP and NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-22 19:51:21+00:00,Kwinana Town Centre,3:51:00,WATCH AND ACT,"KEYSBROOK, NAMBEELUP and NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-22 21:40:08+00:00,Kwinana Town Centre,5:40:00,WATCH AND ACT,"KEYSBROOK, NAMBEELUP and NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-22 23:36:37+00:00,Kwinana Town Centre,7:36:00,WATCH AND ACT,"KEYSBROOK, NAMBEELUP and NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.0,28.0,0.0,NULL,NULL,E,28,0:15
2023-12-25 02:33:09+00:00,Kwinana Town Centre,10:33:00,ADVICE,KEYSBROOK and NORTH DANDALUP,SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,17.8,27.7,0.0,NULL,NULL,SSW,44,16:48
2023-12-25 07:28:39+00:00,Kwinana Town Centre,15:28:00,ADVICE,KEYSBROOK and NORTH DANDALUP,SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,17.8,27.7,0.0,NULL,NULL,SSW,44,16:48
2023-12-23 00:46:03+00:00,Kwinana Town Centre,8:46:00,WATCH AND ACT,"KEYSBROOK, NAMBEELUP and NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,19.8,27.6,0.0,NULL,NULL,ESE,54,22:35
2023-12-23 01:52:39+00:00,Kwinana Town Centre,9:52:00,WATCH AND ACT,"KEYSBROOK, NAMBEELUP and NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,19.8,27.6,0.0,NULL,NULL,ESE,54,22:35
2023-12-23 03:50:08+00:00,Kwinana Town Centre,11:50:00,WATCH AND ACT,"KEYSBROOK, NAMBEELUP and NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,19.8,27.6,0.0,NULL,NULL,ESE,54,22:35
2023-12-23 05:55:38+00:00,Kwinana Town Centre,13:55:00,WATCH AND ACT,"KEYSBROOK, NAMBEELUP and NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,19.8,27.6,0.0,NULL,NULL,ESE,54,22:35
2023-12-23 07:47:11+00:00,Kwinana Town Centre,15:47:00,WATCH AND ACT,"KEYSBROOK, NAMBEELUP and NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,19.8,27.6,0.0,NULL,NULL,ESE,54,22:35
2023-12-23 10:09:41+00:00,Kwinana Town Centre,18:09:00,ADVICE,"KEYSBROOK, NAMBEELUP and NORTH DANDALUP",SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,19.8,27.6,0.0,NULL,NULL,ESE,54,22:35
2023-12-24 02:53:28+00:00,Kwinana Town Centre,10:53:00,ADVICE,KEYSBROOK and NORTH DANDALUP,SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,17.1,31.8,0.0,NULL,NULL,ESE,50,1:11
2023-12-24 03:45:54+00:00,Kwinana Town Centre,11:45:00,ADVICE,KEYSBROOK and NORTH DANDALUP,SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,17.1,31.8,0.0,NULL,NULL,ESE,50,1:11
2023-12-24 08:16:48+00:00,Kwinana Town Centre,16:16:00,ADVICE,KEYSBROOK and NORTH DANDALUP,SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,17.1,31.8,0.0,NULL,NULL,ESE,50,1:11
2023-12-24 12:50:26+00:00,Kwinana Town Centre,20:50:00,ADVICE,KEYSBROOK and NORTH DANDALUP,SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,17.1,31.8,0.0,NULL,NULL,ESE,50,1:11
2023-12-21 16:48:51+00:00,Kwinana Town Centre,0:48:00,ADVICE,"BERTRAM, KWINANA TOWN CENTRE, ORELIA, PARMELIA, POSTANS and THE SPECTACLES",CITY OF KWINANA,23.0,35.0,0.0,NULL,NULL,ESE,56,0:16
2023-12-26 03:27:47+00:00,Kwinana Town Centre,11:27:00,ADVICE,KEYSBROOK and NORTH DANDALUP,SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.2,24.0,0.0,NULL,NULL,SSW,54,23:13
2023-12-26 08:31:08+00:00,Kwinana Town Centre,16:31:00,ADVICE,KEYSBROOK and NORTH DANDALUP,SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,20.2,24.0,0.0,NULL,NULL,SSW,54,23:13
2023-12-27 02:29:01+00:00,Kwinana Town Centre,10:29:00,BURNT,KEYSBROOK and NORTH DANDALUP,SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,17.9,24.2,0.0,NULL,NULL,SE,57,23:13
2023-12-27 03:31:54+00:00,Kwinana Town Centre,11:31:00,BURNT,KEYSBROOK and NORTH DANDALUP,SHIRES OF SERPENTINE-JARRAHDALE and MURRAY,17.9,24.2,0.0,NULL,NULL,SE,57,23:13
2024-01-23 08:46:12+00:00,Lexia,16:46:00,ADVICE,MELALEUCA and LEXIA,CITY OF SWAN,14.0,30.0,0.0,9.4,13.0,SW,44,14:57
2024-01-24 07:52:25+00:00,Lexia,15:52:00,BURNT,MELALEUCA and LEXIA,CITY OF SWAN,15.6,31.9,0.0,8.6,12.9,SW,44,14:29
2023-12-08 16:31:51+00:00,Mandogalup,0:31:00,ADVICE,MANDOGALUP and ANKETELL,CITY OF KWINANA,3.3,26.0,0.0,NULL,13.0,SW,54,14:15
2023-12-08 17:12:19+00:00,Mandogalup,1:12:00,ADVICE,MANDOGALUP and ANKETELL,CITY OF KWINANA,3.3,26.0,0.0,NULL,13.0,SW,54,14:15
2023-12-08 19:28:25+00:00,Mandogalup,3:28:00,ADVICE,"POSTANS, MANDOGALUP and ANKETELL",CITY OF KWINANA,3.3,26.0,0.0,NULL,13.0,SW,54,14:15
2023-12-08 21:41:25+00:00,Mandogalup,5:41:00,ADVICE,"POSTANS, MANDOGALUP and ANKETELL",CITY OF KWINANA,3.3,26.0,0.0,NULL,13.0,SW,54,14:15
2023-12-09 02:54:21+00:00,Mandogalup,10:54:00,BURNT,"POSTANS, MANDOGALUP and ANKETELL",CITY OF KWINANA,3.2,28.8,0.0,NULL,13.0,ESE,52,13:07
2023-12-09 03:07:21+00:00,Mandogalup,11:07:00,BURNT,"POSTANS, MANDOGALUP and ANKETELL",CITY OF KWINANA,3.2,28.8,0.0,NULL,13.0,ESE,52,13:07
2023-12-01 02:38:46+00:00,Mariginiup,10:38:00,ADVICE,JANDABUP and MARIGINIUP,CITY OF WANNEROO,15.3,37.0,0.0,NULL,12.6,ESE,54,5:57
2023-12-01 03:52:00+00:00,Mariginiup,11:51:00,ADVICE,JANDABUP and MARIGINIUP,CITY OF WANNEROO,15.3,37.0,0.0,NULL,12.6,ESE,54,5:57
2023-12-01 07:55:39+00:00,Mariginiup,15:55:00,ADVICE,JANDABUP and MARIGINIUP,CITY OF WANNEROO,15.3,37.0,0.0,NULL,12.6,ESE,54,5:57
2023-12-04 02:53:17+00:00,Mariginiup,10:53:00,ADVICE,JANDABUP and MARIGINIUP,CITY OF WANNEROO,16.5,29.7,0.0,NULL,11.8,WSW,48,14:52
2023-12-04 06:51:46+00:00,Mariginiup,14:51:00,BURNT,JANDABUP and MARIGINIUP,CITY OF WANNEROO,16.5,29.7,0.0,NULL,11.8,WSW,48,14:52
2023-12-02 02:45:00+00:00,Mariginiup,10:44:00,ADVICE,JANDABUP and MARIGINIUP,CITY OF WANNEROO,15.0,30.0,0.0,NULL,10.9,SW,41,13:21
2023-12-02 07:49:16+00:00,Mariginiup,15:49:00,ADVICE,JANDABUP and MARIGINIUP,CITY OF WANNEROO,15.0,30.0,0.0,NULL,10.9,SW,41,13:21
2023-12-03 02:42:32+00:00,Mariginiup,10:42:00,ADVICE,JANDABUP and MARIGINIUP,CITY OF WANNEROO,15.4,28.8,0.0,NULL,9.8,WSW,37,13:13
