created_at,suburb,time,status,location,area,Minimum Temperature,Maximum Temperature,Rainfall,Evaporation,Sunshine,Direction Max Wind Gust,Speed Max Wind Gust,Time Max Wind Gust
2023-12-03 07:33:30+00:00,Mariginiup,15:33:00,ADVICE,JANDABUP and MARIGINIUP,CITY OF WANNEROO,15.4,28.8,0.0,NULL,9.8,WSW,37,13:13
2023-12-15 00:46:52+00:00,Middle Swan,8:46:00,ADVICE,MIDDLE SWAN and STRATTON,CITY OF SWAN,15.6,33.8,0.0,10.8,12.7,ENE,37,7:26
2023-12-15 02:45:11+00:00,Middle Swan,10:45:00,ADVICE,MIDDLE SWAN and STRATTON,CITY OF SWAN,15.6,33.8,0.0,10.8,12.7,ENE,37,7:26
2023-12-15 08:19:36+00:00,Middle Swan,16:19:00,BURNT,MIDDLE SWAN and STRATTON,CITY OF SWAN,15.6,33.8,0.0,10.8,12.7,ENE,37,7:26
2024-02-09 02:48:07+00:00,Middle Swan,10:48:00,ADVICE,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,20.2,43.6,0.0,14.2,12.5,SW,35,16:06
2024-02-09 07:54:54+00:00,Middle Swan,15:54:00,BURNT,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,20.2,43.6,0.0,14.2,12.5,SW,35,16:06
2024-02-05 11:11:57+00:00,Middle Swan,19:11:00,ADVICE,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,14.9,28.9,0.0,10.0,12.7,ENE,31,8:12
2024-02-05 11:14:57+00:00,Middle Swan,19:14:00,ADVICE,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,14.9,28.9,0.0,10.0,12.7,ENE,31,8:12
2024-02-05 11:19:22+00:00,Middle Swan,19:19:00,ADVICE,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,14.9,28.9,0.0,10.0,12.7,ENE,31,8:12
2023-12-14 19:00:20+00:00,Middle Swan,3:00:00,WATCH AND ACT,"MIDDLE SWAN, MIDVALE and STRATTON",CITY OF SWAN,14.7,31.5,0.0,10.0,13.0,SW,33,14:36
2023-12-14 19:44:17+00:00,Middle Swan,3:44:00,WATCH AND ACT,"MIDDLE SWAN, MIDVALE and STRATTON",CITY OF SWAN,14.7,31.5,0.0,10.0,13.0,SW,33,14:36
2023-12-14 20:55:13+00:00,Middle Swan,4:55:00,WATCH AND ACT,"MIDDLE SWAN, MIDVALE and STRATTON",CITY OF SWAN,14.7,31.5,0.0,10.0,13.0,SW,33,14:36
2023-12-14 22:55:53+00:00,Middle Swan,6:55:00,WATCH AND ACT,MIDDLE SWAN and STRATTON,CITY OF SWAN,14.7,31.5,0.0,10.0,13.0,SW,33,14:36
2024-02-08 03:12:54+00:00,Middle Swan,11:12:00,ADVICE,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,18.5,40.9,0.0,11.8,12.7,SW,35,15:43
2024-02-08 06:43:40+00:00,Middle Swan,14:43:00,ADVICE,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,18.5,40.9,0.0,11.8,12.7,SW,35,15:43
2024-02-06 03:13:46+00:00,Middle Swan,11:13:00,ADVICE,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,15.9,33.1,0.0,8.8,12.6,ESE,35,11:59
2024-02-06 08:10:17+00:00,Middle Swan,16:10:00,ADVICE,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,15.9,33.1,0.0,8.8,12.6,ESE,35,11:59
2024-02-07 03:01:52+00:00,Middle Swan,11:01:00,ADVICE,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,18.7,37.0,0.0,10.6,12.6,E,37,1:55
2024-02-07 07:42:56+00:00,Middle Swan,15:42:00,ADVICE,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,18.7,37.0,0.0,10.6,12.6,E,37,1:55
2024-02-09 02:48:07+00:00,Midvale,10:48:00,ADVICE,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,23.0,43.9,NULL,NULL,NULL,ESE,52,4:23
2024-02-09 07:54:54+00:00,Midvale,15:54:00,BURNT,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,23.0,43.9,NULL,NULL,NULL,ESE,52,4:23
2024-02-05 02:28:36+00:00,Midvale,10:28:00,ADVICE,STRATTON and parts of MIDVALE and SWAN VIEW,CITY OF SWAN,13.6,28.7,NULL,NULL,NULL,ESE,44,1:49
2024-02-05 03:36:34+00:00,Midvale,11:36:00,BURNT,STRATTON and parts of MIDVALE and SWAN VIEW,CITY OF SWAN,13.6,28.7,NULL,NULL,NULL,ESE,44,1:49
2024-02-05 11:11:57+00:00,Midvale,19:11:00,ADVICE,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,13.6,28.7,NULL,NULL,NULL,ESE,44,1:49
2024-02-05 11:14:57+00:00,Midvale,19:14:00,ADVICE,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,13.6,28.7,NULL,NULL,NULL,ESE,44,1:49
2024-02-05 11:19:22+00:00,Midvale,19:19:00,ADVICE,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,13.6,28.7,NULL,NULL,NULL,ESE,44,1:49
2024-02-04 10:47:27+00:00,Midvale,18:47:00,ADVICE,STRATTON and parts of MIDVALE and SWAN VIEW,CITY OF SWAN and SHIRE OF MUNDARING,14.4,28.0,NULL,NULL,NULL,S,57,16:08
2024-02-04 12:19:20+00:00,Midvale,20:19:00,ADVICE,STRATTON and parts of MIDVALE and SWAN VIEW,CITY OF SWAN,14.4,28.0,NULL,NULL,NULL,S,57,16:08
2023-12-14 19:00:20+00:00,Midvale,3:00:00,WATCH AND ACT,"MIDDLE SWAN, MIDVALE and STRATTON",CITY OF SWAN,15.9,31.3,NULL,NULL,NULL,E,54,5:02
2023-12-14 19:44:17+00:00,Midvale,3:44:00,WATCH AND ACT,"MIDDLE SWAN, MIDVALE and STRATTON",CITY OF SWAN,15.9,31.3,NULL,NULL,NULL,E,54,5:02
2023-12-14 20:55:13+00:00,Midvale,4:55:00,WATCH AND ACT,"MIDDLE SWAN, MIDVALE and STRATTON",CITY OF SWAN,15.9,31.3,NULL,NULL,NULL,E,54,5:02
2024-02-08 03:12:54+00:00,Midvale,11:12:00,ADVICE,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,21.9,40.5,NULL,NULL,NULL,E,59,4:58
2024-02-08 06:43:40+00:00,Midvale,14:43:00,ADVICE,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,21.9,40.5,NULL,NULL,NULL,E,59,4:58
2024-02-06 03:13:46+00:00,Midvale,11:13:00,ADVICE,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,15.1,32.5,NULL,NULL,NULL,E,57,6:37
2024-02-06 08:10:17+00:00,Midvale,16:10:00,ADVICE,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,15.1,32.5,NULL,NULL,NULL,E,57,6:37
2024-02-07 03:01:52+00:00,Midvale,11:01:00,ADVICE,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,16.7,37.0,NULL,NULL,NULL,E,69,5:07
2024-02-07 07:42:56+00:00,Midvale,15:42:00,ADVICE,"STRATTON, MIDDLE SWAN and MIDVALE",CITY OF SWAN,16.7,37.0,NULL,NULL,NULL,E,69,5:07
2023-12-22 00:40:37+00:00,Mundaring,8:40:00,WATCH AND ACT,PARKERVILLE,SHIRE OF MUNDARING,20.8,33.4,NULL,NULL,NULL,E,63,1:18
2023-12-22 02:40:56+00:00,Mundaring,10:40:00,WATCH AND ACT,PARKERVILLE,SHIRE OF MUNDARING,20.8,33.4,NULL,NULL,NULL,E,63,1:18
2023-12-22 04:38:39+00:00,Mundaring,12:38:00,ADVICE,PARKERVILLE,SHIRE OF MUNDARING,20.8,33.4,NULL,NULL,NULL,E,63,1:18
2023-12-22 06:18:43+00:00,Mundaring,14:18:00,WATCH AND ACT,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,20.8,33.4,NULL,NULL,NULL,E,63,1:18
2023-12-22 06:43:46+00:00,Mundaring,14:43:00,EMERGENCY WARNING,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,20.8,33.4,NULL,NULL,NULL,E,63,1:18
2023-12-22 07:25:43+00:00,Mundaring,15:25:00,ADVICE,PARKERVILLE,SHIRE OF MUNDARING,20.8,33.4,NULL,NULL,NULL,E,63,1:18
2023-12-22 07:36:59+00:00,Mundaring,15:36:00,EMERGENCY WARNING,"BAILUP, GIDGEGANNUP, WUNDOWIE, WOOROLOO and MORANGUP","CITY OF SWAN and the SHIRES OF MUNDARING, NORTHAM and TOODYAY",20.8,33.4,NULL,NULL,NULL,E,63,1:18
2023-12-22 07:57:33+00:00,Mundaring,15:57:00,EMERGENCY WARNING,"BAILUP, GIDGEGANNUP, WUNDOWIE, WOOROLOO and MORANGUP","CITY OF SWAN and the SHIRES OF MUNDARING, NORTHAM and TOODYAY",20.8,33.4,NULL,NULL,NULL,E,63,1:18
2023-12-22 08:50:07+00:00,Mundaring,16:50:00,EMERGENCY WARNING,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,20.8,33.4,NULL,NULL,NULL,E,63,1:18
2023-12-22 09:30:45+00:00,Mundaring,17:30:00,ADVICE,PARKERVILLE,SHIRE OF MUNDARING,20.8,33.4,NULL,NULL,NULL,E,63,1:18
2023-12-22 09:55:31+00:00,Mundaring,17:55:00,EMERGENCY WARNING,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,20.8,33.4,NULL,NULL,NULL,E,63,1:18
2023-12-22 10:47:58+00:00,Mundaring,18:47:00,EMERGENCY WARNING,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,20.8,33.4,NULL,NULL,NULL,E,63,1:18
2023-12-22 11:02:51+00:00,Mundaring,19:02:00,EMERGENCY WARNING,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,20.8,33.4,NULL,NULL,NULL,E,63,1:18
2023-12-22 11:13:12+00:00,Mundaring,19:13:00,ADVICE,PARKERVILLE,SHIRE OF MUNDARING,20.8,33.4,NULL,NULL,NULL,E,63,1:18
2023-12-22 12:00:28+00:00,Mundaring,20:00:00,EMERGENCY WARNING,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,20.8,33.4,NULL,NULL,NULL,E,63,1:18
2023-12-22 12:18:08+00:00,Mundaring,20:18:00,WATCH AND ACT,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,20.8,33.4,NULL,NULL,NULL,E,63,1:18
2023-12-22 14:00:42+00:00,Mundaring,22:00:00,WATCH AND ACT,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,20.8,33.4,NULL,NULL,NULL,E,63,1:18
2023-12-22 16:00:04+00:00,Mundaring,0:00:00,WATCH AND ACT,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,20.8,33.4,NULL,NULL,NULL,E,63,1:18
2023-12-22 18:00:04+00:00,Mundaring,2:00:00,WATCH AND ACT,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,20.8,33.4,NULL,NULL,NULL,E,63,1:18
2023-12-22 20:07:21+00:00,Mundaring,4:07:00,ADVICE,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,20.8,33.4,NULL,NULL,NULL,E,63,1:18
2023-12-29 02:30:51+00:00,Mundaring,10:30:00,ADVICE,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,15.6,31.5,NULL,NULL,NULL,E,80,23:19
2023-12-25 02:12:56+00:00,Mundaring,10:12:00,ADVICE,PARKERVILLE,SHIRE OF MUNDARING,19.2,38.7,NULL,NULL,NULL,ESE,56,6:39
2023-12-25 02:59:08+00:00,Mundaring,10:59:00,ADVICE,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,19.2,38.7,NULL,NULL,NULL,ESE,56,6:39
2023-12-25 06:53:51+00:00,Mundaring,14:53:00,ADVICE,PARKERVILLE,SHIRE OF MUNDARING,19.2,38.7,NULL,NULL,NULL,ESE,56,6:39
2023-12-25 07:02:09+00:00,Mundaring,15:02:00,ADVICE,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,19.2,38.7,NULL,NULL,NULL,ESE,56,6:39
2023-12-23 02:01:42+00:00,Mundaring,10:01:00,ADVICE,PARKERVILLE,SHIRE OF MUNDARING,18.3,36.0,NULL,NULL,NULL,E,59,23:34
2023-12-23 02:18:20+00:00,Mundaring,10:18:00,ADVICE,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,18.3,36.0,NULL,NULL,NULL,E,59,23:34
2023-12-23 07:24:23+00:00,Mundaring,15:24:00,ADVICE,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,18.3,36.0,NULL,NULL,NULL,E,59,23:34
2023-12-23 07:28:21+00:00,Mundaring,15:28:00,ADVICE,PARKERVILLE,SHIRE OF MUNDARING,18.3,36.0,NULL,NULL,NULL,E,59,23:34
2023-12-24 03:03:46+00:00,Mundaring,11:03:00,ADVICE,PARKERVILLE,SHIRE OF MUNDARING,14.8,36.0,NULL,NULL,NULL,E,78,1:32
2023-12-24 03:06:31+00:00,Mundaring,11:06:00,ADVICE,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,14.8,36.0,NULL,NULL,NULL,E,78,1:32
2023-12-24 08:05:57+00:00,Mundaring,16:05:00,ADVICE,PARKERVILLE,SHIRE OF MUNDARING,14.8,36.0,NULL,NULL,NULL,E,78,1:32
2023-12-24 08:20:14+00:00,Mundaring,16:20:00,ADVICE,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,14.8,36.0,NULL,NULL,NULL,E,78,1:32
2024-02-04 10:47:27+00:00,Mundaring,18:47:00,ADVICE,STRATTON and parts of MIDVALE and SWAN VIEW,CITY OF SWAN and SHIRE OF MUNDARING,14.4,28.0,NULL,NULL,NULL,S,57,16:08
2023-12-21 01:56:52+00:00,Mundaring,9:56:00,EMERGENCY WARNING,PARKERVILLE,SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-21 02:05:43+00:00,Mundaring,10:05:00,EMERGENCY WARNING,PARKERVILLE,SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-21 02:26:51+00:00,Mundaring,10:26:00,EMERGENCY WARNING,PARKERVILLE,SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-21 02:33:02+00:00,Mundaring,10:33:00,EMERGENCY WARNING,PARKERVILLE,SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-21 02:58:27+00:00,Mundaring,10:58:00,EMERGENCY WARNING,"HOVEA, PARKERVILLE and STONEVILLE",SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-21 03:18:35+00:00,Mundaring,11:18:00,EMERGENCY WARNING,"HOVEA, PARKERVILLE and STONEVILLE",SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-21 03:42:53+00:00,Mundaring,11:42:00,EMERGENCY WARNING,"HOVEA, PARKERVILLE and STONEVILLE",SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-21 04:22:09+00:00,Mundaring,12:22:00,EMERGENCY WARNING,"HOVEA, PARKERVILLE and STONEVILLE",SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-21 05:38:56+00:00,Mundaring,13:38:00,EMERGENCY WARNING,PARKERVILLE,SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-21 05:55:50+00:00,Mundaring,13:55:00,EMERGENCY WARNING,PARKERVILLE,SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-21 06:45:35+00:00,Mundaring,14:45:00,WATCH AND ACT,PARKERVILLE,SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-21 08:04:13+00:00,Mundaring,16:04:00,WATCH AND ACT,PARKERVILLE,SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-21 08:17:16+00:00,Mundaring,16:17:00,WATCH AND ACT,PARKERVILLE,SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-21 08:58:29+00:00,Mundaring,16:58:00,WATCH AND ACT,PARKERVILLE,SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-21 11:00:47+00:00,Mundaring,19:00:00,WATCH AND ACT,PARKERVILLE,SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-21 12:58:21+00:00,Mundaring,20:58:00,WATCH AND ACT,PARKERVILLE,SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-21 14:50:17+00:00,Mundaring,22:50:00,WATCH AND ACT,PARKERVILLE,SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-21 16:59:15+00:00,Mundaring,0:59:00,WATCH AND ACT,PARKERVILLE,SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-21 18:56:36+00:00,Mundaring,2:56:00,WATCH AND ACT,PARKERVILLE,SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-21 20:44:09+00:00,Mundaring,4:44:00,WATCH AND ACT,PARKERVILLE,SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-21 22:44:12+00:00,Mundaring,6:44:00,WATCH AND ACT,PARKERVILLE,SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
2023-12-28 01:45:12+00:00,Mundaring,9:45:00,ADVICE,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,16.7,30.1,NULL,NULL,NULL,ESE,74,23:07
2023-12-28 07:24:22+00:00,Mundaring,15:24:00,ADVICE,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,16.7,30.1,NULL,NULL,NULL,ESE,74,23:07
2023-12-26 02:50:10+00:00,Mundaring,10:50:00,ADVICE,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,19.7,28.6,NULL,NULL,NULL,SW,44,14:57
2023-12-26 02:59:22+00:00,Mundaring,10:59:00,ADVICE,PARKERVILLE,SHIRE OF MUNDARING,19.7,28.6,NULL,NULL,NULL,SW,44,14:57
2023-12-26 08:47:00+00:00,Mundaring,16:46:00,ADVICE,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,19.7,28.6,NULL,NULL,NULL,SW,44,14:57
2023-12-26 08:55:07+00:00,Mundaring,16:55:00,ADVICE,PARKERVILLE,SHIRE OF MUNDARING,19.7,28.6,NULL,NULL,NULL,SW,44,14:57
2023-12-27 02:12:51+00:00,Mundaring,10:12:00,BURNT,PARKERVILLE,SHIRE OF MUNDARING,15.6,28.0,NULL,NULL,NULL,E,50,23:18
2023-12-27 02:36:44+00:00,Mundaring,10:36:00,ADVICE,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,15.6,28.0,NULL,NULL,NULL,E,50,23:18
2023-12-27 07:18:30+00:00,Mundaring,15:18:00,ADVICE,"BAILUP, GIDGEGANNUP and WOOROLOO",CITY OF SWAN and the SHIRE OF MUNDARING,15.6,28.0,NULL,NULL,NULL,E,50,23:18
2024-02-14 05:06:24+00:00,Mundaring,13:06:00,ADVICE,PARKERVILLE,SHIRE OF MUNDARING,15.3,36.8,NULL,NULL,NULL,ESE,63,4:20
2024-02-14 07:36:28+00:00,Mundaring,15:36:00,BURNT,PARKERVILLE,SHIRE OF MUNDARING,15.3,36.8,NULL,NULL,NULL,ESE,63,4:20
2024-02-09 03:25:23+00:00,Munster,11:25:00,WATCH AND ACT,"SPEARWOOD, MUNSTER and YANGEBUP",CITY OF COCKBURN,21.0,42.6,0.0,NULL,12.5,NE,44,9:21
2024-02-09 03:53:04+00:00,Munster,11:53:00,WATCH AND ACT,"SPEARWOOD, MUNSTER and YANGEBUP",CITY OF COCKBURN,21.0,42.6,0.0,NULL,12.5,NE,44,9:21
2024-02-09 05:21:38+00:00,Munster,13:21:00,WATCH AND ACT,"SPEARWOOD, MUNSTER, BIBRA LAKE and YANGEBUP",CITY OF COCKBURN,21.0,42.6,0.0,NULL,12.5,NE,44,9:21
2024-02-09 12:33:00+00:00,Munster,20:32:00,ADVICE,"SPEARWOOD, MUNSTER and LAKE COOGEE",CITY OF COCKBURN,21.0,42.6,0.0,NULL,12.5,NE,44,9:21
2024-02-29 02:20:52+00:00,Neerabup,10:20:00,ADVICE,NEERABUP and NOWERGUP,CITY OF WANNEROO,17.0,37.0,0.0,NULL,12.0,WSW,39,16:01
2024-02-29 07:09:36+00:00,Neerabup,15:09:00,ADVICE,NEERABUP and NOWERGUP,CITY OF WANNEROO,17.0,37.0,0.0,NULL,12.0,WSW,39,16:01
2024-02-28 06:28:14+00:00,Neerabup,14:28:00,WATCH AND ACT,"NEERABUP, NOWERGUP and PINJAR",CITY OF WANNEROO,15.2,33.4,0.0,NULL,7.3,E,46,3:40
2024-02-28 08:01:48+00:00,Neerabup,16:01:00,ADVICE,NEERABUP and NOWERGUP,CITY OF WANNEROO,15.2,33.4,0.0,NULL,7.3,E,46,3:40
2024-02-29 02:20:52+00:00,Nowergup,10:20:00,ADVICE,NEERABUP and NOWERGUP,CITY OF WANNEROO,16.3,36.9,0.0,7.8,12.0,ESE,37,23:37
2024-02-29 07:09:36+00:00,Nowergup,15:09:00,ADVICE,NEERABUP and NOWERGUP,CITY OF WANNEROO,16.3,36.9,0.0,7.8,12.0,ESE,37,23:37
2024-02-28 06:28:14+00:00,Nowergup,14:28:00,WATCH AND ACT,"NEERABUP, NOWERGUP and PINJAR",CITY OF WANNEROO,14.3,33.4,0.0,NULL,NULL,SSW,46,14:26
2024-02-28 08:01:48+00:00,Nowergup,16:01:00,ADVICE,NEERABUP and NOWERGUP,CITY OF WANNEROO,14.3,33.4,0.0,NULL,NULL,SSW,46,14:26
2024-01-12 14:23:09+00:00,Oakford,22:23:00,ADVICE,OAKFORD,SHIRE OF SERPENTINE-JARRAHDALE,19.3,37.1,0.0,NULL,13.0,ESE,52.0,23:23
2024-01-15 04:42:25+00:00,Oakford,12:42:00,ADVICE,OAKFORD,SHIRE OF SERPENTINE-JARRAHDALE,23.1,34.5,0.0,NULL,12.1,N,31.0,10:34
2024-01-15 07:19:04+00:00,Oakford,15:19:00,ADVICE,OAKFORD,SHIRE OF SERPENTINE-JARRAHDALE,23.1,34.5,0.0,NULL,12.1,N,31.0,10:34
2024-01-15 12:15:02+00:00,Oakford,20:15:00,BURNT,OAKFORD,SHIRE OF SERPENTINE-JARRAHDALE,23.1,34.5,0.0,NULL,12.1,N,31.0,10:34
2024-01-13 00:19:36+00:00,Oakford,8:19:00,BURNT,OAKFORD,SHIRE OF SERPENTINE-JARRAHDALE,23.6,40.4,1.4,NULL,11.3,ENE,44.0,0:43
2024-02-09 03:01:59+00:00,Oldbury,11:01:00,ADVICE,CASUARINA and OLDBURY,CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE,21.0,42.6,0.0,NULL,12.5,NE,44.0,9:21
2024-02-09 07:57:11+00:00,Oldbury,15:57:00,ADVICE,CASUARINA and OLDBURY,CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE,21.0,42.6,0.0,NULL,12.5,NE,44.0,9:21
2024-02-09 08:02:56+00:00,Oldbury,16:02:00,BURNT,CASUARINA and OLDBURY,CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE,21.0,42.6,0.0,NULL,12.5,NE,44.0,9:21
2023-12-10 03:12:07+00:00,Oldbury,11:12:00,ADVICE,OLDBURY and WELLARD,SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA,14.2,31.2,0.0,NULL,13.3,E,52.0,0:13
2023-12-10 08:47:37+00:00,Oldbury,16:47:00,BURNT,OLDBURY and WELLARD,SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA,14.2,31.2,0.0,NULL,13.3,E,52.0,0:13
2024-01-07 08:13:49+00:00,Oldbury,16:13:00,WATCH AND ACT,OLDBURY,SHIRE OF SERPENTINE-JARRAHDALE,16.7,35.1,0.0,NULL,12.7,SSW,39.0,16:45
2024-01-07 08:27:39+00:00,Oldbury,16:27:00,WATCH AND ACT,OLDBURY,SHIRE OF SERPENTINE-JARRAHDALE,16.7,35.1,0.0,NULL,12.7,SSW,39.0,16:45
2024-01-07 10:07:14+00:00,Oldbury,18:07:00,ADVICE,OLDBURY,SHIRE OF SERPENTINE-JARRAHDALE,16.7,35.1,0.0,NULL,12.7,SSW,39.0,16:45
2024-01-07 22:27:43+00:00,Oldbury,6:27:00,BURNT,OLDBURY,SHIRE OF SERPENTINE-JARRAHDALE,16.7,35.1,0.0,NULL,12.7,SSW,39.0,16:45
2024-02-08 03:18:05+00:00,Oldbury,11:18:00,ADVICE,CASUARINA and OLDBURY,CITY OF KWINANA,17.5,40.0,0.0,NULL,12.7,ESE,41.0,2:55
2024-02-08 04:31:02+00:00,Oldbury,12:31:00,ADVICE,CASUARINA and OLDBURY,CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE,17.5,40.0,0.0,NULL,12.7,ESE,41.0,2:55
2024-02-08 05:01:35+00:00,Oldbury,13:01:00,ADVICE,CASUARINA and OLDBURY,CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE,17.5,40.0,0.0,NULL,12.7,ESE,41.0,2:55
2024-02-08 06:49:11+00:00,Oldbury,14:49:00,ADVICE,CASUARINA and OLDBURY,CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE,17.5,40.0,0.0,NULL,12.7,ESE,41.0,2:55
2024-02-07 09:22:49+00:00,Oldbury,17:22:00,ADVICE,CASUARINA and OLDBURY,CITY OF KWINANA,15.9,36.5,0.0,NULL,12.6,ESE,44.0,2:10
2024-02-07 13:33:19+00:00,Oldbury,21:33:00,ADVICE,CASUARINA and OLDBURY,CITY OF KWINANA,15.9,36.5,0.0,NULL,12.6,ESE,44.0,2:10
2023-12-21 16:48:51+00:00,Orelia,0:48:00,ADVICE,"BERTRAM, KWINANA TOWN CENTRE, ORELIA, PARMELIA, POSTANS and THE SPECTACLES",CITY OF KWINANA,23.0,35.0,0.0,NULL,NULL,ESE,56,0:16
2023-12-22 00:40:37+00:00,Parkerville,8:40:00,WATCH AND ACT,PARKERVILLE,SHIRE OF MUNDARING,20.4,36.7,NULL,NULL,NULL,E,89,2:02
