created_at,suburb,time,status,location,area,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust,Speed of maximum wind gust (km/h),Time of maximum wind gust
2024-01-05 12:30:00+00:00,Mandurah Quays,NULL,SAFE,NULL,NULL,16.8,30.4,0.0,NULL,NULL,NULL,NULL,NULL
2024-01-05 12:30:00+00:00,Hopeland,NULL,SAFE,NULL,NULL,16.8,30.4,0.0,NULL,NULL,NULL,NULL,NULL
2024-01-06 12:30:00+00:00,Mandurah Quays,NULL,SAFE,NULL,NULL,18.1,29.7,NULL,NULL,NULL,SW,41.0,15:48
2024-01-06 12:30:00+00:00,Hopeland,NULL,SAFE,NULL,NULL,18.1,29.7,NULL,NULL,NULL,SW,41.0,15:48
2024-01-07 12:30:00+00:00,Mandurah Quays,NULL,SAFE,NULL,NULL,20.8,33.7,0.0,NULL,NULL,WSW,31.0,13:06
2024-01-07 12:30:00+00:00,Hopeland,NULL,SAFE,NULL,NULL,20.8,33.7,0.0,NULL,NULL,WSW,31.0,13:06
2024-01-08 12:30:00+00:00,Mandurah Quays,NULL,SAFE,NULL,NULL,22.5,34.1,0.0,NULL,NULL,S,43.0,22:35
2024-01-08 12:30:00+00:00,Hopeland,NULL,SAFE,NULL,NULL,22.5,34.1,0.0,NULL,NULL,S,43.0,22:35
2024-01-09 12:30:00+00:00,Mandurah Quays,NULL,SAFE,NULL,NULL,18.0,29.1,0.0,NULL,NULL,SSW,52.0,16:35
2024-01-09 12:30:00+00:00,Hopeland,NULL,SAFE,NULL,NULL,18.0,29.1,0.0,NULL,NULL,SSW,52.0,16:35
2024-01-10 12:30:00+00:00,Mandurah Quays,NULL,SAFE,NULL,NULL,17.9,29.7,0.0,NULL,NULL,SW,39.0,15:38
2024-01-10 12:30:00+00:00,Hopeland,NULL,SAFE,NULL,NULL,17.9,29.7,0.0,NULL,NULL,SW,39.0,15:38
2024-01-11 12:30:00+00:00,Mandurah Quays,NULL,SAFE,NULL,NULL,19.8,30.1,0.0,NULL,NULL,SE,39.0,22:20
2024-01-11 12:30:00+00:00,Hopeland,NULL,SAFE,NULL,NULL,19.8,30.1,0.0,NULL,NULL,SE,39.0,22:20
2024-01-12 12:30:00+00:00,Mandurah Quays,NULL,SAFE,NULL,NULL,19.4,37.5,0.0,NULL,NULL,ESE,37.0,7:14
2024-01-12 12:30:00+00:00,Hopeland,NULL,SAFE,NULL,NULL,19.4,37.5,0.0,NULL,NULL,ESE,37.0,7:14
2024-01-13 12:30:00+00:00,Mandurah Quays,NULL,SAFE,NULL,NULL,23.7,37.2,0.0,NULL,NULL,E,37.0,6:56
2024-01-13 12:30:00+00:00,Hopeland,NULL,SAFE,NULL,NULL,23.7,37.2,0.0,NULL,NULL,E,37.0,6:56
2024-01-14 12:30:00+00:00,Mandurah Quays,NULL,SAFE,NULL,NULL,24.7,36.0,0.0,NULL,NULL,E,31.0,22:01
2024-01-14 12:30:00+00:00,Hopeland,NULL,SAFE,NULL,NULL,24.7,36.0,0.0,NULL,NULL,E,31.0,22:01
2024-01-05 12:30:00+00:00,Forrestfield,NULL,SAFE,NULL,NULL,16.3,32.8,0.0,11.0,13.2,ENE,56.0,4:18
2024-01-06 12:30:00+00:00,Forrestfield,NULL,SAFE,NULL,NULL,17.6,34.7,0.0,6.2,13.1,NE,52.0,0:32
2024-01-07 12:30:00+00:00,Forrestfield,NULL,SAFE,NULL,NULL,17.1,37.3,0.0,9.2,12.7,ENE,50.0,4:37
2024-01-08 12:30:00+00:00,Forrestfield,NULL,SAFE,NULL,NULL,20.2,38.6,0.0,12.0,13.1,SW,48.0,15:29
2024-01-09 12:30:00+00:00,Forrestfield,NULL,SAFE,NULL,NULL,17.4,33.4,0.0,12.4,13.0,SW,48.0,14:00
2024-01-10 12:30:00+00:00,Forrestfield,NULL,SAFE,NULL,NULL,16.9,32.3,0.0,10.2,13.0,WSW,37.0,14:42
2024-01-11 12:30:00+00:00,Forrestfield,NULL,SAFE,NULL,NULL,17.1,34.2,0.0,9.0,12.0,ESE,44.0,23:21
2024-01-12 12:30:00+00:00,Forrestfield,NULL,SAFE,NULL,NULL,19.4,38.0,0.0,9.2,13.0,E,61.0,21:12
2024-01-13 12:30:00+00:00,Forrestfield,NULL,SAFE,NULL,NULL,22.9,41.3,0.8,11.0,11.3,E,57.0,0:39
2024-01-14 12:30:00+00:00,Forrestfield,NULL,SAFE,NULL,NULL,23.4,41.5,0.0,11.2,12.7,NE,52.0,12:29
2024-01-05 12:30:00+00:00,Walliston,NULL,SAFE,NULL,NULL,12.7,29.5,0.0,NULL,NULL,E,65.0,0:41
2024-01-06 12:30:00+00:00,Walliston,NULL,SAFE,NULL,NULL,13.7,32.1,0.0,NULL,NULL,ENE,48.0,0:02
2024-01-07 12:30:00+00:00,Walliston,NULL,SAFE,NULL,NULL,16.9,34.8,0.0,NULL,NULL,NE,43.0,6:43
2024-01-08 12:30:00+00:00,Walliston,NULL,SAFE,NULL,NULL,19.3,37.3,0.0,NULL,NULL,SW,44.0,16:16
2024-01-09 12:30:00+00:00,Walliston,NULL,SAFE,NULL,NULL,16.1,33.0,0.0,NULL,NULL,E,57.0,22:35
2024-01-10 12:30:00+00:00,Walliston,NULL,SAFE,NULL,NULL,13.7,31.7,0.0,NULL,NULL,E,48.0,0:20
2024-01-11 12:30:00+00:00,Walliston,NULL,SAFE,NULL,NULL,15.3,34.7,0.0,NULL,NULL,E,61.0,23:58
2024-01-12 12:30:00+00:00,Walliston,NULL,SAFE,NULL,NULL,16.2,34.7,0.0,NULL,NULL,NULL,NULL,NULL
2024-01-13 12:30:00+00:00,Walliston,NULL,SAFE,NULL,NULL,19.4,38.4,0.0,NULL,NULL,ENE,50.0,0:13
2024-01-14 12:30:00+00:00,Walliston,NULL,SAFE,NULL,NULL,25.1,38.1,0.0,NULL,NULL,NE,59.0,10:17
2024-01-05 12:30:00+00:00,Belhus,NULL,SAFE,NULL,NULL,16.4,32.3,0.0,11.0,13.2,E,37.0,1:11
2024-01-06 12:30:00+00:00,Belhus,NULL,SAFE,NULL,NULL,17.7,34.9,0.0,6.2,13.1,SW,33.0,16:49
2024-01-07 12:30:00+00:00,Belhus,NULL,SAFE,NULL,NULL,16.9,37.3,0.0,9.2,12.7,SW,30.0,17:05
2024-01-08 12:30:00+00:00,Belhus,NULL,SAFE,NULL,NULL,19.4,39.7,0.0,12.0,13.1,SSW,39.0,16:09
2024-01-09 12:30:00+00:00,Belhus,NULL,SAFE,NULL,NULL,17.0,33.6,0.0,12.4,13.0,WSW,37.0,13:43
2024-01-10 12:30:00+00:00,Belhus,NULL,SAFE,NULL,NULL,17.3,34.1,0.0,10.2,13.0,SSW,30.0,16:30
2024-01-11 12:30:00+00:00,Belhus,NULL,SAFE,NULL,NULL,16.9,36.2,0.0,9.0,12.0,SW,31.0,14:52
2024-01-12 12:30:00+00:00,Belhus,NULL,SAFE,NULL,NULL,19.7,38.1,0.0,9.2,13.0,E,43.0,22:35
2024-01-13 12:30:00+00:00,Belhus,NULL,SAFE,NULL,NULL,23.5,41.2,0.0,11.0,11.3,E,37.0,0:19
2024-01-14 12:30:00+00:00,Belhus,NULL,SAFE,NULL,NULL,21.8,40.0,0.0,11.2,12.7,NNE,44.0,10:05
2024-01-05 12:30:00+00:00,Dayton,NULL,SAFE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ESE,48.0,1:07
2024-01-06 12:30:00+00:00,Dayton,NULL,SAFE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SSW,44.0,16:40
2024-01-07 12:30:00+00:00,Dayton,NULL,SAFE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SSW,43.0,16:45
2024-01-08 12:30:00+00:00,Dayton,NULL,SAFE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SSW,48.0,16:37
2024-01-09 12:30:00+00:00,Dayton,NULL,SAFE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SSW,57.0,17:09
2024-01-10 12:30:00+00:00,Dayton,NULL,SAFE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,E,43.0,0:07
2024-01-11 12:30:00+00:00,Dayton,NULL,SAFE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ESE,48.0,22:47
2024-01-12 12:30:00+00:00,Dayton,NULL,SAFE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ESE,44.0,22:06
2024-01-13 12:30:00+00:00,Dayton,NULL,SAFE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ENE,44.0,0:30
2024-01-14 12:30:00+00:00,Dayton,NULL,SAFE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SW,26.0,16:23
